Row,Column,Layer,Code,Start_Time[day],Stop_Time[day],Start_Head[m],Stop_Head[m]
76,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
77,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
78,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
79,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
80,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
81,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
82,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
83,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
84,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
85,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
86,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
87,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
88,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
89,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
90,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
91,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
92,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
93,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
94,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
95,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
96,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
97,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
98,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
99,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
100,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
101,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
102,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
103,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
104,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
105,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
106,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
107,52,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
108,52,1,2,0.00E+00,1.00E+00,0.00E+00,0.00E+00
109,52,1,2,0.00E+00,1.00E+00,0.00E+00,0.00E+00
115,52,1,2,0.00E+00,1.00E+00,0.00E+00,0.00E+00
120,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
121,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
122,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
123,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
124,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
125,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
126,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
127,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
128,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
129,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
130,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
131,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
132,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
133,52,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
41,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
42,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
43,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
44,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
45,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
46,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
47,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
48,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
49,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
50,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
51,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
52,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
53,53,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
